year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	GP	GS	App	GS	ERA	IP	H	R	ER	BB	SO	SHO	BF	OppAB	2B	3B	HR	WP	Balk	HBP	IBB	IR	IR-S	SH	SF	Pitches	GO	FO	W	L	SV	KC
2015	12080	173	Davidson	-	Totals	-	-	-	-	 	 	4.17	328.0	383	224	152	131	231	1	1,521	1,321	71	10	15	33	3	31	9	 	 	25	11	 	380	312	 	 	 	88
2015	12080	173	Davidson	-	Opponent Totals	-	-	-	-	 	 	5.62	325.1	372	231	203	174	274	2	1,543	1,308	71	7	21	50	2	32	6	 	 	15	13	 	317	345	 	 	 	74
2015	12080	175	Dayton	-	Totals	-	-	-	-	 	 	5.14	373.0	421	266	213	192	289	1	1,755	1,463	88	8	25	59	3	49	4	 	 	31	20	 	394	356	 	 	 	87
2015	12080	175	Dayton	-	Opponent Totals	-	-	-	-	 	 	3.89	379.2	332	181	164	141	343	3	1,631	1,397	69	5	19	54	2	54	1	 	 	22	15	 	346	379	 	 	 	111
2015	12080	180	Delaware	-	Totals	-	-	-	-	 	 	5.47	288.0	346	208	175	131	254	2	1,350	1,165	85	14	24	17	6	38	14	 	 	8	8	 	296	259	 	 	 	76
2015	12080	180	Delaware	-	Opponent Totals	-	-	-	-	 	 	5.72	284.2	358	225	181	134	215	 	1,367	1,171	59	15	24	24	4	27	5	 	 	14	20	 	277	321	 	 	 	63
2015	12080	178	Delaware St.	-	Totals	-	-	-	-	 	 	8.45	273.2	395	317	257	179	240	1	1,447	1,187	86	15	22	57	8	38	5	 	 	23	19	 	281	271	 	 	 	77
2015	12080	178	Delaware St.	-	Opponent Totals	-	-	-	-	 	 	4.84	284.2	307	195	153	135	275	2	1,320	1,113	48	13	24	31	2	40	5	 	 	16	16	 	297	233	 	 	 	89
2015	12080	193	Duke	-	Totals	-	-	-	-	 	 	3.44	381.2	358	178	146	157	370	2	1,655	1,432	54	12	13	41	8	26	1	 	 	27	12	 	412	298	 	 	 	104
2015	12080	193	Duke	-	Opponent Totals	-	-	-	-	 	 	3.90	374.0	350	201	162	166	362	3	1,646	1,409	69	9	10	42	5	36	1	 	 	16	19	 	335	374	 	 	 	80
2015	12080	196	East Carolina	-	Totals	-	-	-	-	 	 	2.97	403.0	385	176	133	104	309	4	1,702	1,510	57	7	21	23	4	47	1	 	 	33	8	 	484	330	 	 	 	89
2015	12080	196	East Carolina	-	Opponent Totals	-	-	-	-	 	 	4.50	388.0	440	246	194	154	235	2	1,770	1,510	60	6	23	54	2	47	4	 	 	36	23	 	411	429	 	 	 	73
2015	12080	198	East Tenn. St.	-	Totals	-	-	-	-	 	 	6.56	377.1	491	315	275	150	336	 	1,781	1,558	108	12	62	36	5	27	10	 	 	26	19	 	382	362	 	 	 	91
2015	12080	198	East Tenn. St.	-	Opponent Totals	-	-	-	-	 	 	5.19	378.1	416	258	218	155	251	1	1,709	1,462	82	15	32	35	2	31	3	 	 	33	20	 	454	364	 	 	 	58
2015	12080	201	Eastern Ill.	-	Totals	-	-	-	-	 	 	7.65	316.2	413	315	269	176	230	 	1,549	1,288	92	13	47	29	4	37	13	 	 	23	22	 	303	350	 	 	 	82
2015	12080	201	Eastern Ill.	-	Opponent Totals	-	-	-	-	 	 	4.58	328.0	349	204	167	111	262	2	1,460	1,280	60	5	22	28	3	36	3	 	 	19	14	 	378	294	 	 	 	82
2015	12080	202	Eastern Ky.	-	Totals	-	-	-	-	 	 	7.01	307.0	388	278	239	171	224	 	1,478	1,234	76	9	33	35	5	34	2	 	 	25	13	 	337	290	 	 	 	69
2015	12080	202	Eastern Ky.	-	Opponent Totals	-	-	-	-	 	 	4.84	310.1	313	186	167	143	256	1	1,388	1,184	68	4	38	23	5	34	1	 	 	14	13	 	314	305	 	 	 	83
2015	12080	204	Eastern Mich.	-	Totals	-	-	-	-	 	 	5.07	364.0	431	261	205	184	226	1	1,707	1,435	81	24	25	43	8	43	1	 	 	30	15	 	367	402	 	 	 	75
2015	12080	204	Eastern Mich.	-	Opponent Totals	-	-	-	-	 	 	3.60	377.0	376	178	151	133	284	1	1,626	1,422	59	6	18	26	3	34	5	 	 	29	7	 	412	344	 	 	 	98
2015	12080	1068	Elon	-	Totals	-	-	-	-	 	 	6.16	372.2	452	323	255	211	314	 	1,816	1,521	101	10	42	80	2	46	3	 	 	20	18	 	383	363	 	 	 	92
2015	12080	1068	Elon	-	Opponent Totals	-	-	-	-	 	 	5.92	368.0	415	293	242	190	337	1	1,745	1,469	72	10	34	33	5	43	9	 	 	25	17	 	390	323	 	 	 	114
2015	12080	219	Evansville	-	Totals	-	-	-	-	 	 	4.71	340.0	368	210	178	135	232	2	1,538	1,330	72	6	25	24	4	32	2	 	 	27	14	 	383	350	 	 	 	59
2015	12080	219	Evansville	-	Opponent Totals	-	-	-	-	 	 	4.99	339.0	358	233	188	174	298	3	1,607	1,348	62	10	19	49	2	57	4	 	 	12	16	 	345	332	 	 	 	70
