year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	GP	GS	PO	A	E	FldPct	CI	PB	SBA	CSB	IDP	TP
2015	12080	2743	Incarnate Word	-	Totals	-	-	-	-	41	1,058	410	55	0.964	 	2	60	19	30	 
2015	12080	2743	Incarnate Word	-	Opponent Totals	-	-	-	-	41	1,095	416	49	0.969	 	3	21	14	32	 
2015	12080	306	Indiana	-	Totals	-	-	-	-	40	1,088	439	56	0.965	 	5	41	17	23	 
2015	12080	306	Indiana	-	Opponent Totals	-	-	-	-	40	1,076	470	68	0.958	2	7	36	11	34	 
2015	12080	305	Indiana St.	-	Totals	-	-	-	-	38	970	380	40	0.971	 	2	41	18	27	 
2015	12080	305	Indiana St.	-	Opponent Totals	-	-	-	-	38	983	390	31	0.978	1	4	40	15	34	 
2015	12080	310	Iona	-	Totals	-	-	-	-	41	990	384	50	0.965	1	13	65	23	21	 
2015	12080	310	Iona	-	Opponent Totals	-	-	-	-	41	1,036	425	42	0.972	 	7	44	19	22	 
2015	12080	312	Iowa	-	Totals	-	-	-	-	41	1,104	439	33	0.979	1	20	15	11	30	 
2015	12080	312	Iowa	-	Opponent Totals	-	-	-	-	41	1,086	486	51	0.969	 	8	56	17	48	 
2015	12080	314	Jackson St.	-	Totals	-	-	-	-	45	1,145	494	81	0.953	3	26	58	23	43	 
2015	12080	314	Jackson St.	-	Opponent Totals	-	-	-	-	45	1,126	436	79	0.952	 	23	86	17	20	 
2015	12080	316	Jacksonville	-	Totals	-	-	-	-	42	1,091	416	58	0.963	1	9	49	11	19	1
2015	12080	316	Jacksonville	-	Opponent Totals	-	-	-	-	42	1,083	514	59	0.964	 	13	62	19	29	 
2015	12080	315	Jacksonville St.	-	Totals	-	-	-	-	43	1,140	424	60	0.963	1	7	51	19	32	 
2015	12080	315	Jacksonville St.	-	Opponent Totals	-	-	-	-	43	1,120	460	70	0.958	 	13	58	11	36	 
2015	12080	317	James Madison	-	Totals	-	-	-	-	40	1,036	408	67	0.956	 	9	56	9	36	 
2015	12080	317	James Madison	-	Opponent Totals	-	-	-	-	40	1,037	457	56	0.964	 	10	52	15	29	 
2015	12080	328	Kansas	-	Totals	-	-	-	-	44	1,171	464	42	0.975	 	8	43	17	39	 
2015	12080	328	Kansas	-	Opponent Totals	-	-	-	-	44	1,175	506	47	0.973	2	7	20	16	49	 
2015	12080	327	Kansas St.	-	Totals	-	-	-	-	39	1,031	452	38	0.975	 	9	37	17	27	 
